id,first_name,last_name,position,age,prime_age,year,state,country,college_id,college,stars,height,overall,finishing,shooting2,shooting3,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,overall_grade,finishing_grade,shooting2_grade,shooting3_grade,free_throw_grade,ballwork_grade,rebounding_grade,interior_defense_grade,perimeter_defense_grade,pro_potential_grade,potential_grade,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,archetype,prediction,recruiting_bias_value,stamina,playtime_expectations,minutes,previous_team_id,previous_team,personality,free_agency,recruiting_bias,work_ethic,academic_bias,player_id,defense,created_at,updated_at,deleted_at,inside_proportion,mid_range_proportion,three_point_proportion,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,standing_reach,vertical_leap,lane_agility,max_vertical_leap,three_quarter_sprint,shuttle_run,wing_span,potential,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,relative_type,notes,is_international
2055,Perry,Anderson,SF,23,30,0,Idaho,USA,216,UND,3,6-7,48,8,10,10,15,6,10,13,14,F,D,D,C,C+,C-,C-,B-,C,96,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Pure Defender",0,,34,0,0,0,,Average,Adversarial,Average,Average,"Borderline failing",2055,0,"2025-12-11 23:34:16.729","2025-12-11 23:34:16.729",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,91,0,0,0,,,0,0,0,0,,0
2059,Eric,Ankeney,C,23,30,0,Iowa,USA,0,,3,7-1,51,8,10,12,10,4,19,10,10,F,C-,D,B-,D,D,B,C,C+,17,F,0,,0,,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,,41,0,0,0,,Average,Average,Average,Average,Average,2059,0,"2025-12-12 00:00:23.255","2025-12-12 00:00:23.255",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,46,0,0,0,,,0,0,0,0,,0
2061,Ahmad,Yu,C,23,27,0,,Vietnam,132,WICH,4,6-9,71,16,12,8,9,6,21,18,20,C,C+,C+,C-,D,D,B,A-,A-,89,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Rim Protector",0,,37,0,0,0,,Focused,Average,Average,Average,"Never Studies",2061,0,"2025-12-11 23:18:19.630","2025-12-11 23:18:19.630",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,80,0,0,0,,,0,0,0,0,,0
2067,George,Hoff,C,23,30,0,"Rhode Island",USA,0,,2,7-0,49,19,11,8,9,4,10,5,9,F,B,C,F,C-,F,D,D,D,20,D,0,,0,,0,0,0,0,0,0,0,0,0,"Rim Protector",0,,40,0,0,0,,Average,Average,Average,Complacent,Average,2067,0,"2025-12-12 00:00:35.758","2025-12-12 00:00:35.758",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,43,0,0,0,,,0,0,0,0,,0
2068,Jeffrey,Degrandchamp,PF,23,27,0,,Poland,269,UNCW,2,6-10,49,10,5,1,4,5,20,12,11,F,C-,F,F,F,D,A-,C-,C,74,B+,0,,0,,0,0,0,1,1,1,0,0,0,"Rim Protector",0,,37,0,0,0,,Narcissist,Average,"Prefers to play for a team with a rich history",Average,Average,2068,0,"2025-12-11 23:42:58.061","2025-12-11 23:42:58.061",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,28,0,0,0,,,0,0,0,0,,0
2078,John,Chen,C,23,24,0,,Malaysia,0,,2,6-11,46,10,9,3,8,3,10,17,18,F,C,C-,F,C,F,D,B,B+,89,A,0,,0,,0,0,0,0,1,0,1,0,0,"Rim Protector",0,,42,0,0,0,,Average,Average,Open-Minded,Complacent,Average,2078,0,"2025-12-12 00:02:54.668","2025-12-12 00:02:54.668",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,75,0,0,0,,,0,0,0,0,,0
2079,Alex,Tejada,PF,23,26,0,,China,135,VCU,2,6-8,66,19,10,2,12,16,14,10,9,F,B,C,F,C-,C+,C,C-,C-,78,A-,0,,0,,0,0,1,0,1,1,0,0,0,"Point Forward",0,,45,0,0,0,,Reliable,Average,Average,"Footwork king",Average,2079,0,"2025-12-11 23:19:00.021","2025-12-11 23:19:00.021",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,89,0,0,0,,,0,0,0,0,,0
2081,Thomas,Gennette,C,24,25,0,Kentucky,USA,136,GEOT,3,6-10,63,10,3,10,4,10,22,16,16,D+,C,F,C+,F,C-,A-,B-,B+,89,A,0,,0,,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,,39,0,0,0,,Average,"Will eventually play for LeBron",Average,Average,Average,2081,0,"2025-12-11 23:19:13.391","2025-12-11 23:19:13.391",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,42,0,0,0,,,0,0,0,0,,0
2085,Charles,Pontius,SG,23,26,0,Mississippi,USA,137,SBON,3,5-11,70,21,20,16,19,12,5,18,11,D+,B,B,C+,A-,C-,F,B+,C-,73,A,0,,0,,0,0,0,0,0,0,0,0,0,,0,,41,0,0,0,,Average,"Highest bidder",Average,Average,"Didn't come here to play school",2085,0,"2025-12-11 23:19:21.901","2025-12-11 23:19:21.901",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,97,0,0,0,,,0,0,0,0,,0
2086,Cameron,Sowell,SF,23,26,0,Louisiana,USA,17,BYU,3,6-8,58,14,9,12,7,11,10,15,13,D-,B,C-,C+,F,C-,C,C+,B-,69,A,0,,0,,0,0,0,0,1,1,1,0,0,"Pure Defender",0,,44,0,0,0,,Average,"Wants extensions",Average,Average,Average,2086,0,"2025-12-11 22:40:52.532","2025-12-11 22:40:52.532",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,33,0,0,0,,,0,0,0,0,,0
2087,Charles,Henderson,PG,23,24,0,,Ukraine,137,SBON,3,6-5,70,10,21,16,13,23,16,3,8,C,D,B+,C+,C+,A+,B+,F,D,54,B+,0,,0,,1,1,0,0,1,0,0,0,0,"Floor General",0,,48,0,0,0,,Average,"Money motivated",Average,Average,"Frequent visits to the principal",2087,0,"2025-12-11 23:19:23.790","2025-12-11 23:19:23.790",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,56,0,0,0,,,0,0,0,0,,0
2088,Jeffrey,Reber,C,23,25,0,,Austria,138,UCI,4,6-9,81,15,7,8,11,25,15,18,18,B-,C+,F,C-,D,A+,C+,B+,A-,88,A,0,,0,,0,0,0,0,1,0,0,0,0,"Rim Protector",0,,45,0,0,0,,Introvert,Average,Average,"Streams too much","Skips classes often",2088,0,"2025-12-11 23:19:36.071","2025-12-11 23:19:36.071",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,90,0,0,0,,,0,0,0,0,,0
2089,Richard,Milbourne,C,23,25,0,,Chad,138,UCI,4,6-10,78,16,11,6,9,14,19,23,20,B-,C+,C+,F,D,C+,A-,A,B+,44,C+,0,,0,,1,0,1,0,0,1,1,0,0,"Lob Threat",0,,44,0,0,0,,Average,Average,Average,"Track Athlete",Average,2089,0,"2025-12-11 23:19:34.184","2025-12-11 23:19:34.184",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,42,0,0,0,,,0,0,0,0,,0
2092,Glenn,Dinh,SG,24,26,0,Wyoming,USA,139,SDST,2,6-3,79,12,16,21,19,24,16,9,9,B+,B-,B-,A-,B+,A+,C+,D,D,45,C+,0,,0,,1,0,0,1,1,1,1,1,0,All-Around,0,,43,0,0,0,,Average,Loyal,"Prefers to be close to home","Footwork king",Average,2092,0,"2025-12-11 23:19:50.236","2025-12-11 23:19:50.236",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,64,0,0,0,,,0,0,0,0,,0
2094,Tyler,Clarke,PG,23,28,0,Texas,USA,139,SDST,4,6-1,80,15,13,19,17,11,14,24,24,B,B-,C-,B,B+,C-,B-,A-,A,62,B,0,,0,,0,0,0,0,0,1,1,1,0,"Defensive Dawg",0,,39,0,0,0,,Motivation,"Wants extensions","Prefers to play for a team where he can start immediately",Hard-working,Average,2094,0,"2025-12-11 23:19:48.421","2025-12-11 23:19:48.421",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,86,0,0,0,,,0,0,0,0,,0
2096,Delbert,Caldwell,PG,23,30,0,Virginia,USA,139,SDST,4,6-2,68,12,20,17,19,15,7,16,16,D+,C,B,B+,B+,B-,D,B,C+,24,C-,0,,0,,0,1,1,1,0,1,1,0,0,"Defensive Dawg",0,,42,0,0,0,,Average,Loyal,"Prefers to play for a specific coach",Average,Average,2096,0,"2025-12-11 23:19:54.320","2025-12-11 23:19:54.320",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,59,0,0,0,,,0,0,0,0,,0
2098,Ronald,Geralds,PF,23,27,0,Wisconsin,USA,140,DPU,4,6-8,73,18,8,18,12,16,14,14,13,C,A-,D,B-,C,C+,C+,C,B-,100,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Point Forward",0,,38,0,0,0,,Narcissist,Average,Average,"Film Room Genius","Values academics",2098,0,"2025-12-11 23:20:09.467","2025-12-11 23:20:09.467",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,77,0,0,0,,,0,0,0,0,,0
2099,Anthony,Holmes,SG,23,29,0,Vermont,USA,140,DPU,4,6-2,76,14,19,22,17,21,7,14,16,B+,B-,B+,A,B,A-,D,B,B+,100,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Dunk Specialist",0,,31,0,0,0,,Average,Average,Average,Average,"Teacher's Pet",2099,0,"2025-12-11 23:20:07.598","2025-12-11 23:20:07.598",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,84,0,0,0,,,0,0,0,0,,0
2102,Jason,Anderson,C,23,25,0,Arizona,USA,141,FGCU,4,7-1,66,12,15,11,11,9,14,18,20,D,C-,B,C-,C-,D,C+,B+,A-,52,B-,0,,0,,0,0,0,0,0,0,0,0,0,"Rim Protector",0,,44,0,0,0,,Average,Average,Average,Average,Average,2102,0,"2025-12-11 23:20:24.736","2025-12-11 23:20:24.736",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,73,0,0,0,,,0,0,0,0,,0
2106,Gary,Cosby,C,23,25,0,"North Carolina",USA,142,JU,2,7-0,75,15,7,10,7,10,18,19,29,C+,B,D,C,F,C,B-,B,A+,77,A+,0,,0,,1,0,0,0,0,1,0,1,0,"Rim Protector",0,,43,0,0,0,,Average,Average,"Prefers to play for a national championship contender",Lazy,"Values academics",2106,0,"2025-12-11 23:20:35.610","2025-12-11 23:20:35.610",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,73,0,0,0,,,0,0,0,0,,0
2107,Chuan,To,C,23,24,0,Montana,USA,144,PORT,2,6-9,56,17,7,5,11,7,8,14,20,D,B,C-,D,C,C-,C-,C,B,62,B-,0,,0,,0,0,0,1,0,0,0,0,0,"Rim Protector",0,,35,0,0,0,,Focused,Adversarial,"Prefers to play for a specific coach",Average,Average,2107,0,"2025-12-11 23:20:59.687","2025-12-11 23:20:59.687",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,42,0,0,0,,,0,0,0,0,,0
2108,William,Cooper,C,23,29,0,,Sweden,324,WOF,1,7-0,55,11,10,8,8,7,17,11,14,F,C,C-,F,C-,D,B,D,B,71,B+,0,,0,,0,0,0,0,0,0,0,0,0,"Rim Protector",0,,42,0,0,0,,Average,Average,Average,Average,Average,2108,0,"2025-12-11 23:52:16.558","2025-12-11 23:52:16.558",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,83,0,0,0,,,0,0,0,0,,0
2110,Greg,Chin,C,23,25,0,Mississippi,USA,145,SEAU,3,7-0,63,10,10,11,8,15,9,20,20,D-,D,C+,C,C-,C,D,A-,A-,78,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Rim Protector",0,,47,0,0,0,,Average,"Championship seeking",Average,Persistant,Distracted,2110,0,"2025-12-11 23:21:11.799","2025-12-11 23:21:11.799",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,58,0,0,0,,,0,0,0,0,,0
2122,Stephen,Brown,PF,23,26,0,Delaware,USA,179,EVAN,3,6-8,75,16,11,9,12,16,23,12,9,C,C+,C-,D,C+,C+,A+,C+,D,22,C-,0,,0,,0,0,1,0,1,1,0,0,0,,0,,46,0,0,0,,Average,Average,"Prefers to play for a specific coach",Average,Average,2122,0,"2025-12-11 23:27:31.790","2025-12-11 23:27:31.790",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,87,0,0,0,,,0,0,0,0,,0
2124,Mark,Serafin,C,23,30,0,"Puerto Rico",USA,179,EVAN,3,6-11,57,11,4,11,1,2,17,24,20,F,C,F,C-,F,F,C+,A,B+,60,B,0,,0,,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,,34,0,0,0,,Motivation,Average,Average,"Focuses on Max Weight",Average,2124,0,"2025-12-11 23:27:34.785","2025-12-11 23:27:34.785",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,81,0,0,0,,,0,0,0,0,,0
2125,Charles,Dixon,SG,23,25,0,,Croatia,179,EVAN,2,6-5,43,12,17,8,19,12,2,3,4,F,C,B,D,B,B-,F,F,F,70,A-,0,,0,,0,0,0,0,0,0,0,0,0,"Mid-Range Magician",0,,34,0,0,0,,Eccentric,Average,Average,"Gym Rat","Frequent visits to the principal",2125,0,"2025-12-11 23:27:37.333","2025-12-11 23:27:37.333",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,42,0,0,0,,,0,0,0,0,,0
2135,Roy,Kern,SF,23,28,0,Wisconsin,USA,368,SAMO,2,6-7,53,10,12,14,11,18,4,7,11,F,D,B-,C+,C+,B+,F,C-,D,49,B-,0,,0,,0,1,0,0,1,0,0,1,0,"Two-Way Wing",0,,45,0,0,0,,Average,"Hates Cleveland",Average,Average,"Takes AP classes",2135,0,"2025-12-11 23:59:56.485","2025-12-11 23:59:56.485",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,50,0,0,0,,,0,0,0,0,,0
2136,Kerry,Streeter,C,23,29,0,,Ireland,58,MIAO,3,6-10,55,17,6,7,5,13,10,10,9,F,C+,C-,D,F,B-,C-,C-,D,96,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,,37,0,0,0,,Uncooperative,"Highest bidder",Average,Quiet,Average,2136,0,"2025-12-11 23:04:52.632","2025-12-11 23:04:52.632",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,56,0,0,0,,,0,0,0,0,,0
2137,David,Brown,SG,23,27,0,,Ghana,260,DEL,2,5-10,51,6,17,15,16,16,7,6,7,F,D,B+,B,B-,B-,C-,F,D,32,C,0,,0,,0,0,0,0,0,0,0,0,0,"Mid-Range Magician",0,,33,0,0,0,,"Book Worm",Average,Average,Average,"Loves Learning",2137,0,"2025-12-11 23:41:35.951","2025-12-11 23:41:35.951",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,95,0,0,0,,,0,0,0,0,,0
2138,Carl,Pinsky,C,23,25,0,,Spain,180,JMU,3,6-10,58,16,2,4,5,5,20,13,16,D-,B,F,F,F,D,A-,C,C+,91,A+,0,,0,,0,1,0,0,0,1,0,1,0,"Rim Protector",0,,48,0,0,0,,Average,Average,Average,Average,Average,2138,0,"2025-12-11 23:27:41.782","2025-12-11 23:27:41.782",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,30,0,0,0,,,0,0,0,0,,0
2148,Richard,Moore,SF,23,26,0,,Denmark,358,FDU,3,6-6,51,15,11,9,7,8,8,11,11,F,C+,C+,C-,F,D,D,C,C+,76,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Pure Defender",0,,44,0,0,0,,Average,Average,Average,Average,Average,2148,0,"2025-12-11 23:58:12.676","2025-12-11 23:58:12.676",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,50,0,0,0,,,0,0,0,0,,0
2149,David,Frank,C,23,30,0,California,USA,181,DAV,3,6-9,56,6,9,8,6,12,15,17,15,F,D,D,C,F,C+,B-,B+,C,29,D+,0,,0,,1,0,0,0,1,0,0,1,0,"Rim Protector",0,,38,0,0,0,,Average,Average,Average,"Skips Leg Day",Average,2149,0,"2025-12-11 23:27:56.791","2025-12-11 23:27:56.791",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,63,0,0,0,,,0,0,0,0,,0
2150,William,Evans,C,23,29,0,Tennessee,USA,181,DAV,3,7-1,69,19,8,16,6,7,20,9,17,C-,B,D,C+,F,C-,A,D,B,79,A,0,,0,,0,1,0,0,0,1,1,1,0,"Rim Protector",0,,41,0,0,0,,Average,Average,Average,"Skips Leg Day",Average,2150,0,"2025-12-11 23:27:54.051","2025-12-11 23:27:54.051",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,96,0,0,0,,,0,0,0,0,,0
2151,Ricardo,Uribe,SF,23,30,0,Michigan,USA,168,UCR,2,6-8,46,9,15,11,15,4,7,13,13,F,C-,B,D,B,D,C-,C-,C,35,C,0,,0,,0,0,0,1,0,0,0,1,0,"Pure Defender",0,,38,0,0,0,,Average,Average,Average,"Center of Attention","Less likely to get academic probation",2151,0,"2025-12-11 23:25:30.888","2025-12-11 23:25:30.888",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,39,0,0,0,,,0,0,0,0,,0
2161,Monty,Crossman,PF,23,30,0,,Hungary,0,,2,6-6,47,10,4,4,4,12,10,11,12,F,D,F,F,F,C-,C-,C,C+,96,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Pure Defender",0,,46,0,0,0,,Motivation,Adversarial,Average,Average,"Sits at the front of the class",2161,0,"2025-12-12 00:02:30.332","2025-12-12 00:02:30.332",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,73,0,0,0,,,0,0,0,0,,0
2162,Frank,Rivera,PG,23,27,0,Washington,USA,182,DAY,3,5-10,57,5,17,17,17,9,13,14,12,F,D,B+,B-,B,D,C,B-,C+,85,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Sharp Shooter",0,,43,0,0,0,,Paranoid,Average,Average,Average,"Seeks out tutoring",2162,0,"2025-12-11 23:28:08.639","2025-12-11 23:28:08.639",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,49,0,0,0,,,0,0,0,0,,0
2163,Samuel,Graham,PG,23,28,0,Alabama,USA,158,ALB,2,5-10,52,14,9,10,9,14,4,14,8,F,B,D,C-,C,B-,F,C,D,44,B-,0,,0,,0,0,0,0,1,0,0,0,0,"Floor General",0,,48,0,0,0,,Average,"Hometown hero",Average,Average,"Values academics",2163,0,"2025-12-11 23:23:34.415","2025-12-11 23:23:34.415",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,88,0,0,0,,,0,0,0,0,,0
2164,David,Ruocco,SF,23,25,0,Illinois,USA,182,DAY,2,6-8,57,9,7,9,7,12,14,18,13,F,D,D,D,F,C-,C+,B-,C-,89,A+,0,,0,,0,0,0,0,0,1,1,0,0,"Pure Defender",0,,40,0,0,0,,Average,Average,Average,Average,Distracted,2164,0,"2025-12-11 23:28:10.553","2025-12-11 23:28:10.553",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,56,0,0,0,,,0,0,0,0,,0
2174,James,Hermann,SG,23,28,0,Tennessee,USA,183,DUQ,4,6-5,69,9,11,19,10,17,12,11,26,C,C,C+,B-,C,B-,C+,C+,A,46,C+,0,,0,,0,0,0,0,0,0,0,1,0,3-and-D,0,,41,0,0,0,,Average,"Highest bidder",Average,"Focuses on Max Weight",Average,2174,0,"2025-12-11 23:28:15.665","2025-12-11 23:28:15.665",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,80,0,0,0,,,0,0,0,0,,0
2176,Howard,Bernard,PG,23,28,0,Oklahoma,USA,183,DUQ,2,5-11,64,6,8,12,6,27,11,13,12,C-,C-,C,C,F,A,C+,B-,C,16,F,0,,0,,0,0,0,0,1,1,0,1,0,"Floor General",0,,48,0,0,0,,Average,"Drafted team discount",Average,Loud,Average,2176,0,"2025-12-11 23:28:17.930","2025-12-11 23:28:17.930",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,92,0,0,0,,,0,0,0,0,,0
2177,Charles,Sheppard,SF,23,28,0,"American Samoa",USA,43,IAST,3,6-8,53,21,14,8,13,10,4,6,8,D-,A-,C,D,C+,C,D,D,C-,23,D+,0,,0,,0,0,1,1,0,0,0,0,0,,0,,38,0,0,0,,Average,"Wants extensions",Average,"Trolls on Discord",Average,2177,0,"2025-12-11 22:45:37.611","2025-12-11 22:45:37.611",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,63,0,0,0,,,0,0,0,0,,0
2187,Peter,Gibbs,PG,23,29,0,Oklahoma,USA,184,FOR,2,6-5,47,13,11,17,12,9,3,9,9,F,B-,C-,B,C,C,F,C-,C-,37,C,0,,0,,0,0,0,0,0,0,0,0,0,"Sharp Shooter",0,,39,0,0,0,,Average,Average,"Prefers to play for a national championship contender",Average,"Wants to finish degree",2187,0,"2025-12-11 23:28:31.794","2025-12-11 23:28:31.794",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,27,0,0,0,,,0,0,0,0,,0
2188,Christopher,Joseph,PF,23,28,0,Minnesota,USA,30,FLA,3,6-8,42,9,5,5,4,11,4,14,15,F,D,F,F,F,C-,F,C,B,78,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Pure Defender",0,,44,0,0,0,,Average,Market-driven,"Prefers to play for a national championship contender",Average,Average,2188,0,"2025-12-11 22:43:20.445","2025-12-11 22:43:20.445",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,78,0,0,0,,,0,0,0,0,,0
2189,Edward,Selvage,PF,23,27,0,,"Dominican Republic",184,FOR,3,6-7,50,13,10,10,9,9,10,9,10,F,B-,C+,C-,C,D,C,D,D,23,C,0,,0,,0,0,0,0,0,0,0,0,0,,0,,45,0,0,0,,Average,"Championship seeking",Average,"Streams too much","Never Studies",2189,0,"2025-12-11 23:28:29.577","2025-12-11 23:28:29.577",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,38,0,0,0,,,0,0,0,0,,0
2190,Carlos,Guerrero,PG,23,25,0,Maine,USA,184,FOR,3,6-2,69,7,14,11,23,28,7,9,14,D,F,C,C,A-,A+,F,D,C+,41,C,0,,0,,0,0,0,1,1,0,0,0,0,"Floor General",0,,40,0,0,0,,Average,Average,Average,Average,Average,2190,0,"2025-12-11 23:28:26.992","2025-12-11 23:28:26.992",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,98,0,0,0,,,0,0,0,0,,0
2200,David,Gray,C,23,25,0,Georgia,USA,185,GMU,2,6-11,53,6,7,10,5,10,8,19,25,F,F,F,C-,D,D,F,B,A,97,A+,0,,0,,0,0,0,0,0,0,1,1,0,"Stretch Bigs",0,,42,0,0,0,,Average,"Will eventually play for LeBron",Average,Average,Average,2200,0,"2025-12-11 23:28:43.066","2025-12-11 23:28:43.066",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,93,0,0,0,,,0,0,0,0,,0
2201,Tony,Wu,C,23,25,0,"Rhode Island",USA,185,GMU,3,6-11,52,13,12,2,7,9,9,12,16,F,C+,C+,F,D,D,C-,C+,C+,36,C+,0,,0,,1,0,0,0,0,0,1,1,0,"Rim Protector",0,,40,0,0,0,,Average,"I'm the starter","Prefers to play for a national championship contender",Average,Average,2201,0,"2025-12-11 23:28:44.959","2025-12-11 23:28:44.959",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,39,0,0,0,,,0,0,0,0,,0
2202,Darren,Marcellin,PG,23,24,0,Guam,USA,185,GMU,2,6-5,58,13,11,14,11,14,8,9,14,D-,C-,C+,C,D,B,C-,C-,C,71,A,0,,0,,0,0,0,0,0,0,0,1,0,"Dunk Specialist",0,,43,0,0,0,,Average,Average,Average,Average,Average,2202,0,"2025-12-11 23:28:41.131","2025-12-11 23:28:41.131",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,82,0,0,0,,,0,0,0,0,,0
2203,Christopher,Mcgrath,C,23,29,0,Arkansas,USA,185,GMU,2,6-10,52,11,4,10,3,7,17,14,10,F,C-,F,C-,F,F,B+,C+,D,100,A+,0,,0,,0,0,0,0,1,0,1,0,0,"Stretch Bigs",0,,35,0,0,0,,Average,"Money motivated","Prefers to play in a different state","Streams too much",Average,2203,0,"2025-12-11 23:28:47.827","2025-12-11 23:28:47.827",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,61,0,0,0,,,0,0,0,0,,0
2213,Ralph,Ramos,C,23,24,0,Montana,USA,186,GW,3,6-11,67,11,11,8,17,7,12,19,31,C,C-,C+,C,B,C-,C,B+,A+,41,C,0,,0,,0,0,0,1,0,0,0,1,0,"Rim Protector",0,,35,0,0,0,,Average,Adversarial,Average,Average,Average,2213,0,"2025-12-11 23:28:58.576","2025-12-11 23:28:58.576",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,74,0,0,0,,,0,0,0,0,,0
2214,Kent,Kinstler,SF,23,30,0,Massachusetts,USA,0,,2,6-5,42,7,7,4,4,14,6,9,12,F,D,D,F,F,C,D,C-,B-,37,C-,0,,0,,0,0,0,0,1,0,0,0,0,"Pure Defender",0,,45,0,0,0,,Average,Average,Average,Average,Average,2214,0,"2025-12-12 00:05:14.136","2025-12-12 00:05:14.136",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,53,0,0,0,,,0,0,0,0,,0
2215,Stephen,Minichino,C,23,30,0,Kentucky,USA,186,GW,2,6-9,60,22,8,6,8,4,15,9,16,D+,A+,C-,D,C,F,B,C-,C+,46,C+,0,,0,,0,0,1,0,0,1,0,0,0,"Lob Threat",0,,45,0,0,0,,Average,Average,Average,Average,Average,2215,0,"2025-12-11 23:29:01.551","2025-12-11 23:29:01.551",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,93,0,0,0,,,0,0,0,0,,0
2216,Harry,Kuranda,SF,23,24,0,Georgia,USA,186,GW,3,6-6,67,27,21,4,17,9,11,3,10,C-,A+,A-,F,B,D,C+,F,C-,36,C+,0,,0,,0,0,1,0,0,0,0,0,0,,0,,41,0,0,0,,Average,Average,Average,Average,Average,2216,0,"2025-12-11 23:28:56.690","2025-12-11 23:28:56.690",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,94,0,0,0,,,0,0,0,0,,0
2226,James,Scott,PG,23,30,0,,Montenegro,187,LAS,2,6-4,64,7,19,25,11,10,22,8,6,D,D,B-,A-,C-,C-,A+,D,D,80,A,0,,0,,0,1,0,0,1,1,0,0,0,"Sharp Shooter",0,,39,0,0,0,,Average,Market-driven,Average,Average,"Loves Learning",2226,0,"2025-12-11 23:29:14.383","2025-12-11 23:29:14.383",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,94,0,0,0,,,0,0,0,0,,0
2227,Mark,Norris,C,23,26,0,Colorado,USA,245,NAU,2,7-1,53,8,10,7,8,9,10,15,21,F,C-,D,C-,C,D,C-,B,A-,21,D,0,,0,,0,0,0,0,1,0,0,0,0,"Rim Protector",0,,36,0,0,0,,Average,"Will eventually play for LeBron","Prefers to play for an up-and-coming team",Average,Average,2227,0,"2025-12-11 23:39:13.818","2025-12-11 23:39:13.818",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,95,0,0,0,,,0,0,0,0,,0
